District.Code,School.Code,County.Code,County.Name,District.Name,School.Name,City,Zip.Code,School.Type,Type.Label,Math,Reading.and.Writing,Average.Total.Score,Median.HH.Income
6010,910,80,MONMOUTH,ACADEMY CHARTER HIGH SCHOOL,ACADEMY CHARTER HIGH SCHOOL,LAKE COMO,7719,Charter,1,448,457,905,92414
6032,901,80,MIDDLESEX,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,Perth Amboy,8861,Charter,1,470,469,939,51389
0110,010,1,ATLANTIC,ATLANTIC CITY,ATLANTIC CITY HIGH SCHOOL,Atlantic City,8401,Public,3,524,526,1050,26006
0120,010,1,ATLANTIC,ATLANTIC COUNTY VOCATIONAL,ATLANTIC COUNTY INSTITUTE OF TECHNOLOGY,Mays Landing,8330,Vocational,2,528,530,1058,64266
0150,010,7,CAMDEN,AUDUBON BOROUGH,AUDUBON JUNIOR/SENIOR HIGH SCHOOL,Audubon,8106,Public,3,536,551,1087,75136
0185,030,29,OCEAN,BARNEGAT TOWNSHIP,BARNEGAT HIGH SCHOOL,Barnegat,8005,Public,3,556,548,1104,69877
0220,020,17,HUDSON,BAYONNE CITY,BAYONNE HIGH SCHOOL,Bayonne,7002,Public,3,518,526,1044,56701
0250,020,13,ESSEX,BELLEVILLE TOWN,BELLEVILLE HIGH SCHOOL,Belleville,7109,Public,3,515,510,1025,67292
0280,020,41,WARREN,BELVIDERE TOWN,BELVIDERE HIGH SCHOOL,BELVIDERE,7823,Public,3,538,545,1083,51917
6013,900,3,BERGEN,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,BERGEN ARTS AND SCIENCES CHARTER SCHOOL,GARFIELD,7407,Charter,1,547,549,1096,76907
0290,020,3,BERGEN,BERGEN COUNTY VOCATIONAL,BERGEN COUNTY ACADEMIES,Paramus,7652,Vocational,2,748,722,1470,105114
0290,030,3,BERGEN,BERGEN COUNTY VOCATIONAL,BERGEN COUNTY TECHNICAL HIGH SCHOOL - PARAMUS,Paramus,7652,Vocational,2,453,461,914,105114
0290,075,3,BERGEN,BERGEN COUNTY VOCATIONAL,BERGEN COUNTY TECHNICAL HIGH SCHOOL - PARAMUS,Paramus,7652,Vocational,2,453,461,914,105114
0290,070,3,BERGEN,BERGEN COUNTY VOCATIONAL,BERGEN COUNTY TECHNICAL HIGH SCHOOL - TETERBORO,Paramus,7652,Vocational,2,678,656,1334,105114
0300,020,3,BERGEN,BERGENFIELD BOROUGH,BERGENFIELD HIGH SCHOOL,Bergenfield,7621,Public,3,538,537,1075,90962
0310,005,39,UNION,BERKELEY HEIGHTS TOWNSHIP,GOVERNOR LIVINGSTON HIGH SCHOOL,Berkeley Heights,7922,Public,3,592,606,1198,147614
0350,050,35,SOMERSET,BERNARDS TOWNSHIP,RIDGE HIGH SCHOOL,Basking Ridge,7920,Public,3,641,637,1278,137855
0390,020,7,CAMDEN,BLACK HORSE PIKE REGIONAL,HIGHLAND REGIONAL HIGH SCHOOL,Blackwood,8012,Public,3,538,537,1075,71865
0390,030,7,CAMDEN,BLACK HORSE PIKE REGIONAL,TIMBER CREEK REGIONAL HIGH SCHOOL,Blackwood,8012,Public,3,529,532,1061,71865
0390,050,7,CAMDEN,BLACK HORSE PIKE REGIONAL,TRITON REGIONAL HIGH SCHOOL,Blackwood,8012,Public,3,517,511,1028,71865
0410,020,13,ESSEX,BLOOMFIELD TOWNSHIP,BLOOMFIELD HIGH SCHOOL,Bloomfield,7003,Public,3,502,507,1009,74961
0440,020,3,BERGEN,BOGOTA BOROUGH,BOGOTA BOROUGH HIGH SCHOOL,Bogota,7603,Public,3,523,535,1058,79356
0450,020,27,MORRIS,BOONTON TOWN,BOONTON HIGH SCHOOL,Boonton,7005,Public,3,530,529,1059,91055
0475,050,5,BURLINGTON,BORDENTOWN REGIONAL,BORDENTOWN REGIONAL HIGH SCHOOL,Bordentown,8505,Public,3,547,546,1093,82655
0490,020,35,SOMERSET,BOUND BROOK BOROUGH,BOUND BROOK HIGH SCHOOL,BOUND BROOK,8805,Public,3,527,522,1049,65199
0530,020,29,OCEAN,BRICK TOWNSHIP,BRICK TOWNSHIP HIGH SCHOOL,Brick,8724,Public,3,530,548,1078,73051
0530,025,29,OCEAN,BRICK TOWNSHIP,BRICK TOWNSHIP MEMORIAL HIGH SCHOOL,Brick,8724,Public,3,546,551,1097,73051
0540,020,11,CUMBERLAND,BRIDGETON CITY,BRIDGETON HIGH SCHOOL,Bridgeton,8302,Public,3,475,478,953,34135
0555,005,35,SOMERSET,BRIDGEWATER-RARITAN REG,BRIDGEWATER-RARITAN HIGH SCHOOL,Martinsville,8807,Public,3,607,595,1202,120065
0590,025,1,ATLANTIC,BUENA REGIONAL,BUENA REGIONAL HIGH SCHOOL,RICHLAND,8310,Public,3,538,528,1066,56931
0600,020,5,BURLINGTON,BURLINGTON CITY,BURLINGTON CITY HIGH SCHOOL,Burlington,8016,Public,3,496,497,993,50709
0610,040,5,BURLINGTON,BURLINGTON COUNTY VOCATIONAL,BURLINGTON COUNTY INST OF TECH - MEDFORD,Westampton,8060,Vocational,2,497,509,1006,79475
0610,030,5,BURLINGTON,BURLINGTON COUNTY VOCATIONAL,BURLINGTON COUNTY INST OF TECH - WESTHAMPTON,Westampton,8060,Vocational,2,488,496,984,79475
0620,010,5,BURLINGTON,BURLINGTON TOWNSHIP,BURLINGTON TOWNSHIP HIGH SCHOOL,Burlington,8016,Public,3,537,540,1077,81738
0630,020,27,MORRIS,BUTLER BOROUGH,BUTLER HIGH SCHOOL,Butler,7405,Public,3,526,544,1070,96474
0660,050,13,ESSEX,CALDWELL-WEST CALDWELL,JAMES CALDWELL HIGH SCHOOL,WEST CALDWELL,7006,Public,3,576,591,1167,95536
0680,305,7,CAMDEN,CAMDEN CITY,CAMDEN BIG PICTURE LEARNING ACADEMY,Camden,8105,Public,3,429,405,834,26105
0680,030,7,CAMDEN,CAMDEN CITY,CAMDEN HIGH SCHOOL,Camden,8105,Public,3,427,432,859,26105
0680,245,7,CAMDEN,CAMDEN CITY,CREATIVE ARTS MORGAN VILLAGE ACADEMY,Camden,8105,Public,3,441,445,886,26105
0680,029,7,CAMDEN,CAMDEN CITY,DR. CHARLES E. BRIMM MEDICAL ARTS HIGH SCHOOL,Camden,8105,Public,3,498,478,976,26105
0680,040,7,CAMDEN,CAMDEN CITY,WOODROW WILSON HIGH SCHOOL,Camden,8105,Public,3,407,414,821,26105
0700,040,7,CAMDEN,CAMDEN COUNTY VOCATIONAL,CAMDEN COUNTY TECHNICAL SCHOOL-GTC,Sicklerville,8081,Vocational,2,501,505,1006,83694
0700,030,7,CAMDEN,CAMDEN COUNTY VOCATIONAL,CAMDEN COUNTY TECHNICAL SCHOOL-PENNSAUKEN,Sicklerville,8081,Vocational,2,465,467,932,83694
6107,998,7,CAMDEN,CAMDEN CITY,CAMDEN'S PROMISE CHARTER SCHOOL,Camden,8105,Charter,1,462,461,923,26105
0720,030,9,CAPE MAY,CAPE MAY COUNTY VOCATIONAL,CAPE MAY COUNTY TECHNICAL HIGH SCHOOL,Cape May Court House,8210,Vocational,2,541,545,1086,70009
0745,050,3,BERGEN,CARLSTADT-EAST RUTHERFORD,HENRY P. BECTON REGIONAL HIGH SCHOOL,East Rutherford,7073,Public,3,521,531,1052,77400
0750,030,23,MIDDLESEX,CARTERET BOROUGH,CARTERET HIGH SCHOOL,Carteret,7008,Public,3,528,517,1045,73892
0760,050,13,ESSEX,CEDAR GROVE TOWNSHIP,CEDAR GROVE HIGH SCHOOL,CEDAR GROVE,7009,Public,3,532,545,1077,115926
6018,900,3,BERGEN,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,CENTRAL JERSEY COLLEGE PREP CHARTER SCHOOL,Somerset,8873,Charter,1,585,562,1147,90555
0770,030,29,OCEAN,CENTRAL REGIONAL,CENTRAL REGIONAL HIGH SCHOOL,Bayville,8721,Public,3,549,544,1093,78496
7410,940,1,ATLANTIC,CHARTERTECH HIGH SCHOOL FOR THE PERFORMING ARTS,CHARTERTECH HIGH SCHOOL FOR THE PERFORMING ARTS,SOMERS POINT,8244,Charter,1,470,488,958,52767
0800,030,7,CAMDEN,CHERRY HILL TOWNSHIP,CHERRY HILL HIGH SCHOOL EAST,Cherry Hill,8034,Public,3,610,601,1211,97069
0800,040,7,CAMDEN,CHERRY HILL TOWNSHIP,CHERRY HILL HIGH SCHOOL WEST,Cherry Hill,8034,Public,3,556,553,1109,97069
0840,030,5,BURLINGTON,CINNAMINSON TOWNSHIP,CINNAMINSON HIGH SCHOOL,CINNAMINSON,8077,Public,3,553,564,1117,97993
3880,050,13,ESSEX,CITY OF ORANGE TOWNSHIP,ORANGE HIGH SCHOOL,ORANGE,7050,Public,3,427,434,861,38506
0850,005,39,UNION,CLARK TOWNSHIP,ARTHUR L. JOHNSON HIGH SCHOOL,Clark,7066,Public,3,526,540,1066,100192
0860,030,15,GLOUCESTER,CLAYTON BOROUGH,CLAYTON HIGH SCHOOL,Clayton,8312,Public,3,492,487,979,65595
0870,020,15,GLOUCESTER,CLEARVIEW REGIONAL,CLEARVIEW REGIONAL HIGH SCHOOL,Mullica Hill,8062,Public,3,576,561,1137,125926
0890,030,3,BERGEN,CLIFFSIDE PARK BOROUGH,CLIFFSIDE PARK HIGH SCHOOL,Cliffside Park,7010,Public,3,533,527,1060,67799
0900,030,31,PASSAIC,CLIFTON CITY,CLIFTON HIGH SCHOOL,Clifton,7013,Public,3,519,516,1035,74963
0940,030,7,CAMDEN,COLLINGSWOOD BOROUGH,COLLINGSWOOD HIGH SCHOOL,Collingswood,8108,Public,3,542,546,1088,64885
0980,030,39,UNION,CRANFORD TOWNSHIP,CRANFORD HIGH SCHOOL,Cranford,7016,Public,3,582,587,1169,122848
0990,040,3,BERGEN,CRESSKILL BOROUGH,CRESSKILL HIGH SCHOOL,Cresskill,7626,Public,3,595,597,1192,136250
0997,030,11,CUMBERLAND,CUMBERLAND REGIONAL,CUMBERLAND REGIONAL HIGH SCHOOL,Bridgeton,8302,Public,3,516,523,1039,46862
1050,040,19,HUNTERDON,DELAWARE VALLEY REGIONAL,DELAWARE VALLEY REGIONAL HIGH SCHOOL,FRENCHTOWN,8825,Public,3,583,596,1179,106858
1060,005,5,BURLINGTON,DELRAN TOWNSHIP,DELRAN HIGH SCHOOL,Delran,8075,Public,3,549,543,1092,94321
4940,050,15,GLOUCESTER,DELSEA REGIONAL H.S DIST.,DELSEA REGIONAL HIGH SCHOOL,Franklinville,8322,Public,3,538,544,1082,83596
1100,040,15,GLOUCESTER,DEPTFORD TOWNSHIP,DEPTFORD TOWNSHIP HIGH SCHOOL,Deptford,8096,Public,3,545,542,1087,67983
1100,110,15,GLOUCESTER,DEPTFORD TOWNSHIP,DEPTFORD TOWNSHIP HIGH SCHOOL,Deptford,8096,Public,3,545,542,1087,67983
1110,040,27,MORRIS,DOVER TOWN,DOVER HIGH SCHOOL,Dover,7801,Public,3,505,510,1015,64058
1130,040,3,BERGEN,DUMONT BOROUGH,DUMONT HIGH SCHOOL,Dumont,7628,Public,3,574,572,1146,94617
1140,040,23,MIDDLESEX,DUNELLEN BOROUGH,DUNELLEN HIGH SCHOOL,Dunellen,8812,Public,3,549,554,1103,78447
1170,050,23,MIDDLESEX,EAST BRUNSWICK TOWNSHIP,EAST BRUNSWICK HIGH SCHOOL,East Brunswick,8816,Public,3,627,611,1238,105959
1210,150,13,ESSEX,EAST ORANGE,CICELY L. TYSON COMMUNITY MIDDLE/HIGH SCHOOL,East Orange,7017,Public,3,469,493,962,41322
1210,035,13,ESSEX,EAST ORANGE,EAST ORANGE CAMPUS HIGH SCHOOL,East Orange,7017,Public,3,418,437,855,41322
1210,030,13,ESSEX,EAST ORANGE,EAST ORANGE STEM ACADEMY HIGH SCHOOL,East Orange,7017,Public,3,515,521,1036,41322
1245,050,21,MERCER,EAST WINDSOR REGIONAL,HIGHTSTOWN HIGH SCHOOL,HIGHTSTOWN,8520,Public,3,580,582,1162,82890
1255,050,7,CAMDEN,EASTERN CAMDEN COUNTY REG,EASTERN REGIONAL HIGH SCHOOL,VOORHEES,8043,Public,3,590,588,1178,85164
1290,050,23,MIDDLESEX,EDISON TOWNSHIP,EDISON HIGH SCHOOL,Edison,8837,Public,3,556,554,1110,95622
1290,053,23,MIDDLESEX,EDISON TOWNSHIP,JOHN P. STEVENS HIGH SCHOOL,Edison,8837,Public,3,649,626,1275,95622
1310,005,1,ATLANTIC,EGG HARBOR TOWNSHIP,EGG HARBOR TOWNSHIP HIGH SCHOOL,Egg Harbor Township,8234,Public,3,550,553,1103,78099
1320,402,39,UNION,ELIZABETH CITY,ADMIRAL WILLIAM F. HALSEY JR. HEALTH & PUBLIC SAFETY ACADEMY,Elizabeth,7208,Public,3,446,439,885,45186
1320,405,39,UNION,ELIZABETH CITY,ALEXANDER HAMILTON PREPARATORY ACADEMY,Elizabeth,7208,Public,3,505,485,990,45186
1320,025,39,UNION,ELIZABETH CITY,ELIZABETH HIGH SCHOOL,Elizabeth,7208,Public,3,569,556,1125,45186
1320,401,39,UNION,ELIZABETH CITY,JOHN E. DWYER TECHNOLOGY ACADEMY,Elizabeth,7208,Vocational,2,456,440,896,45186
1320,404,39,UNION,ELIZABETH CITY,THOMAS A. EDISON CAREER AND TECHNICAL ACADEMY,Elizabeth,7208,Public,3,456,434,890,45186
1320,403,39,UNION,ELIZABETH CITY,THOMAS JEFFERSON ARTS ACADEMY,Elizabeth,7208,Public,3,459,457,916,45186
1345,050,3,BERGEN,ELMWOOD PARK,MEMORIAL SENIOR HIGH SCHOOL,Elmwood Park,7407,Public,3,499,516,1015,76907
1360,050,3,BERGEN,EMERSON BOROUGH,EMERSON JR SR HIGH,Emerson,7630,Public,3,563,574,1137,111536
1370,040,3,BERGEN,ENGLEWOOD CITY,DWIGHT MORROW HIGH SCHOOL/ACADEMIES@ENGLEWOOD,Englewood,7631,Public,3,523,529,1052,80670
1390,020,13,ESSEX,ESSEX CO VOC-TECH,BLOOMFIELD TECH,Newark,7102,Public,3,499,503,1002,24353
1390,070,13,ESSEX,ESSEX CO VOC-TECH,NEWARK TECH,Newark,7102,Public,3,466,467,933,24353
1390,050,13,ESSEX,ESSEX CO VOC-TECH,NORTH 13TH ST TECH,Newark,7102,Public,3,490,480,970,24353
1390,080,13,ESSEX,ESSEX CO VOC-TECH,WEST CALDWELL TECH,Newark,7102,Public,3,460,470,930,24353
1430,050,21,MERCER,EWING TOWNSHIP,EWING HIGH SCHOOL,Ewing,8618,Public,3,513,534,1047,74534
1450,050,3,BERGEN,FAIR LAWN BOROUGH,FAIR LAWN HIGH SCHOOL,Fair Lawn,7410,Public,3,581,578,1159,109747
1520,050,5,BURLINGTON,FLORENCE TOWNSHIP,FLORENCE TOWNSHIP MEMORIAL HIGH SCHOOL,Florence,8518,Public,3,538,546,1084,81011
1550,050,3,BERGEN,FORT LEE BOROUGH,FORT LEE HIGH SCHOOL,Fort Lee,7024,Public,3,588,589,1177,76578
6017,932,21,MERCER,FOUNDATION ACADEMY CHARTER SCHOOL,FOUNDATION ACADEMY CHARTER SCHOOL,Trenton,8618,Charter,1,480,512,992,41920
1610,050,35,SOMERSET,FRANKLIN TOWNSHIP,FRANKLIN HIGH SCHOOL,Somerset,8873,Public,3,541,531,1072,93264
1650,010,25,MONMOUTH,FREEHOLD REGIONAL,COLTS NECK HIGH SCHOOL,Englishtown,7726,Public,3,601,608,1209,106678
1650,050,25,MONMOUTH,FREEHOLD REGIONAL,FREEHOLD BOROUGH HIGH SCHOOL,Englishtown,7726,Public,3,582,579,1161,106678
1650,055,25,MONMOUTH,FREEHOLD REGIONAL,FREEHOLD TOWNSHIP HIGH SCHOOL,Englishtown,7726,Public,3,576,582,1158,106678
1650,060,25,MONMOUTH,FREEHOLD REGIONAL,HOWELL HIGH SCHOOL,Englishtown,7726,Public,3,572,570,1142,106678
1650,070,25,MONMOUTH,FREEHOLD REGIONAL,MANALAPAN HIGH SCHOOL,Englishtown,7726,Public,3,579,577,1156,106678
1650,080,25,MONMOUTH,FREEHOLD REGIONAL,MARLBORO HIGH SCHOOL,Englishtown,7726,Public,3,619,617,1236,106678
1700,050,3,BERGEN,GARFIELD CITY,GARFIELD HIGH SCHOOL,GARFIELD,7026,Public,3,511,499,1010,54063
1700,301,3,BERGEN,GARFIELD CITY,GARFIELD HIGH SCHOOL,GARFIELD,7026,Public,3,511,499,1010,54063
1715,050,15,GLOUCESTER,GATEWAY REGIONAL,GATEWAY REGIONAL HIGH SCHOOL,Woodbury Heights,8096,Public,3,566,562,1128,68785
1730,050,15,GLOUCESTER,GLASSBOROUGH,GLASSBORO HIGH SCHOOL,Glassboro,8028,Public,3,531,522,1053,67875
1750,050,13,ESSEX,GLEN RIDGE BOROUGH,GLEN RIDGE HIGH SCHOOL,Glen Ridge,7028,Public,3,592,607,1199,196821
1760,050,3,BERGEN,GLEN ROCK BOROUGH,GLEN ROCK HIGH SCHOOL,GLEN ROCK,7452,Public,3,619,610,1229,162443
1770,050,7,CAMDEN,GLOUCESTER CITY,GLOUCESTER CITY JR. SR. HIGH SCHOOL,Gloucester City,8030,Public,3,514,511,1025,51152
1775,010,15,GLOUCESTER,GLOUCESTER COUNTY VOCATIONAL,GLOUCESTER COUNTY INSTITUTE OF TECHNOLOGY,Sewell,8080,Vocational,2,571,586,1157,97452
6053,917,13,ESSEX,GREAT OAKS LEGACY CHARTER SCHOOL,GREAT OAKS LEGACY CHARTER SCHOOL,Newark,7102,Charter,1,487,481,968,24353
1790,040,1,ATLANTIC,GREATER EGG HARBOR REG,ABSEGAMI HIGH SCHOOL,Mays Landing,8330,Public,3,542,543,1085,64266
1790,060,1,ATLANTIC,GREATER EGG HARBOR REG,CEDAR CREEK HIGH SCHOOL,Mays Landing,8330,Public,3,544,549,1093,64266
1790,050,1,ATLANTIC,GREATER EGG HARBOR REG,OAKCREST HIGH SCHOOL,Mays Landing,8330,Public,3,509,518,1027,64266
1860,050,3,BERGEN,HACKENSACK CITY,HACKENSACK HIGH SCHOOL,Hackensack,7601,Public,3,509,510,1019,59277
1870,050,41,WARREN,HACKETTSTOWN,HACKETTSTOWN HIGH SCHOOL,Hackettstown,7840,Public,3,559,555,1114,63940
1880,050,7,CAMDEN,HADDON HEIGHTS BOROUGH,HADDON HEIGHTS JR-SR HS,HADDON HEIGHTS,8035,Public,3,541,545,1086,90387
1890,050,7,CAMDEN,HADDON TOWNSHIP,HADDON TOWNSHIP HIGH SCHOOL,WESTMONT,8108,Public,3,589,578,1167,86360
1900,050,7,CAMDEN,HADDONFIELD BOROUGH,HADDONFIELD MEMORIAL HIGH SCHOOL,Haddonfield,8033,Public,3,627,635,1262,139034
1950,050,21,MERCER,HAMILTON TOWNSHIP,HAMILTON EAST - STEINERT,Hamilton,8690,Public,3,552,561,1113,73415
1950,055,21,MERCER,HAMILTON TOWNSHIP,HAMILTON NORTH-NOTTINGHAM,Hamilton,8690,Public,3,498,516,1014,73415
1950,060,21,MERCER,HAMILTON TOWNSHIP,HAMILTON WEST-WATSON,Hamilton,8690,Public,3,527,525,1052,73415
1960,050,1,ATLANTIC,HAMMONTON TOWN,HAMMONTON HIGH SCHOOL,Hammonton,8037,Public,3,563,554,1117,68655
1990,050,27,MORRIS,HANOVER PARK REGIONAL,HANOVER PARK HIGH SCHOOL,East Hanover,7936,Public,3,568,580,1148,121769
1990,070,27,MORRIS,HANOVER PARK REGIONAL,WHIPPANY PARK HIGH SCHOOL,East Hanover,7936,Public,3,590,596,1186,121769
2060,050,17,HUDSON,HARRISON TOWN,HARRISON HIGH SCHOOL,Harrison,7029,Public,3,502,504,1006,61168
2080,050,3,BERGEN,HASBROUCK HEIGHTS BOROUGH,HASBROUCK HEIGHTS HIGH SCHOOL,Hasbrouck Heights,7604,Public,3,548,558,1106,86993
2100,050,31,PASSAIC,HAWTHORNE BOROUGH,HAWTHORNE HIGH SCHOOL,Hawthorne,7506,Public,3,508,526,1034,93675
2105,050,25,MONMOUTH,HAZLET TOWNSHIP,RARITAN HIGH SCHOOL,Hazlet,7730,Public,3,540,554,1094,94657
2120,050,25,MONMOUTH,HENRY HUDSON REGIONAL,HENRY HUDSON REGIONAL SCHOOL,Highlands,7732,Public,3,547,563,1110,60817
2165,030,37,SUSSEX,HIGH POINT REGIONAL,HIGH POINT REGIONAL HIGH SCHOOL,SUSSEX,7461,Public,3,551,562,1113,84676
2150,050,23,MIDDLESEX,HIGHLAND PARK BOROUGH,HIGHLAND PARK HIGH SCHOOL,HIGHLAND PARK,8904,Public,3,580,602,1182,75913
2170,030,35,SOMERSET,HILLSBOROUGHUGH TOWNSHIP,HILLSBOROUGH HIGH SCHOOL,Hillsborough,8844,Public,3,618,601,1219,120173
2190,050,39,UNION,HILLSIDE TOWNSHIP,HILLSIDE HIGH SCHOOL,Hillside,7205,Public,3,472,481,953,65717
6720,930,3,BERGEN,HOBOKEN CHARTER SCHOOL,HOBOKEN CHARTER SCHOOL,Hoboken,7030,Charter,1,466,448,914,127523
2210,005,17,HUDSON,HOBOKEN CITY,HOBOKEN HIGH SCHOOL,Hoboken,7030,Public,3,465,470,935,127523
2230,020,25,MONMOUTH,HOLMDEL TOWNSHIP,HOLMDEL HIGH SCHOOL,Holmdel,7733,Public,3,611,601,1212,155842
2240,030,37,SUSSEX,HOPATCONG,HOPATCONG HIGH SCHOOL,Hopatcong,7843,Public,3,526,550,1076,78694
2280,030,21,MERCER,HOPEWELL VALLEY REGIONAL,HOPEWELL VALLEY CENTRAL HIGH SCHOOL,Pennington,8534,Public,3,627,631,1258,127458
2295,030,17,HUDSON,HUDSON COUNTY VOCATIONAL,COUNTY PREP HIGH SCHOOL,Secaucus,7094,Vocational,2,548,542,1090,99883
2295,050,17,HUDSON,HUDSON COUNTY VOCATIONAL,HIGH TECH HIGH SCHOOL,Secaucus,7094,Vocational,2,595,597,1192,99883
