District.Code,School.Code,County.Code,County.Name,District.Name,School.Name,City,Zip.Code,School.Type,Type.Label,Math,Reading.and.Writing,Average.Total.Score,Median.HH.Income
6057,938,13,ESSEX,PEOPLES PREPARATORY CHARTER SCHOOL,PEOPLES PREPARATORY CHARTER SCHOOL,Newark,7103,Charter,1,486,495,981,27859
4080,050,27,MORRIS,PEQUANNOCK TOWNSHIP,PEQUANNOCK TOWNSHIP HIGH SCHOOL,Pompton Plains,7444,Public,3,582,586,1168,94237
4090,050,23,MIDDLESEX,PERTH AMBOY CITY,PERTH AMBOY HIGH SCHOOL,Perth Amboy,8861,Public,3,481,471,952,50883
4100,050,41,WARREN,PHILLIPSBURG TOWN,PHILLIPSBURG HIGH SCHOOL,Phillipsburg,8865,Public,3,567,567,1134,49274
4110,010,7,CAMDEN,PINE HILL BOROUGH,OVERBROOK SENIOR HIGH SCHOOL,Pine HIll,8021,Public,3,514,523,1037,51286
4105,050,29,OCEAN,PINELANDS REGIONAL,PINELANDS REGIONAL HIGH SCHOOL,Little Egg Harbor,8087,Public,3,533,559,1092,63832
4130,050,23,MIDDLESEX,PISCATAWAY TOWNSHIP,PISCATAWAY TOWNSHIP HIGH SCHOOL,Piscataway,8854,Public,3,568,555,1123,89617
4140,050,15,GLOUCESTER,PITMAN BOROUGH,PITMAN HIGH SCHOOL,Pitman,8071,Public,3,538,546,1084,73538
4150,040,33,SALEM,PITTSGROVE TOWNSHIP,ARTHUR P SCHALICK HIGH SCHOOL,PITTSGROVE,8318,Public,3,535,559,1094,77537
4160,052,39,UNION,PLAINFIELD CITY,PLAINFIELD ACADEMY FOR THE ARTS & ADVANCED STUDIES,Plainfield,7063,Public,3,481,497,978,56425
4160,050,39,UNION,PLAINFIELD CITY,PLAINFIELD HIGH SCHOOL,Plainfield,7063,Public,3,464,458,922,56425
4180,050,1,ATLANTIC,PLEASANTVILLE CITY,PLEASANTVILLE HIGH SCHOOL,Pleasantville,8232,Public,3,458,453,911,39924
4190,010,29,OCEAN,PLUMSTED TOWNSHIP,NEW EGYPT HIGH SCHOOL,New Egypt,8533,Public,3,537,540,1077,91438
4220,050,29,OCEAN,POINT PLEASANT BEACH BOROUGH,POINT PLEASANT BEACH HIGH SCHOOL,Point Pleasant Beach,8742,Public,3,580,585,1165,92991
4210,030,29,OCEAN,POINT PLEASANT BOROUGH,POINT PLEASANT BOROUGH HIGH SCHOOL,Point Pleasant,8742,Public,3,561,560,1121,93276
4230,050,31,PASSAIC,POMPTON LAKES BOROUGH,POMPTON LAKES HIGH SCHOOL,POMPTON LAKES,7442,Public,3,566,546,1112,92952
4255,050,21,MERCER,PRINCETON REGIONAL,PRINCETON HIGH SCHOOL,Princeton,8540,Public,3,663,661,1324,135975
4290,050,39,UNION,RAHWAY CITY,RAHWAY HIGH SCHOOL,Rahway,7065,Public,3,491,505,996,69813
4300,030,3,BERGEN,RAMAPO-INDIAN HILL REG,INDIAN HILLS HIGH SCHOOL,Oakland,7436,Public,3,587,606,1193,112944
4300,050,3,BERGEN,RAMAPO-INDIAN HILL REG,RAMAPO HIGH SCHOOL,Oakland,7436,Public,3,623,616,1239,112944
4310,050,3,BERGEN,RAMSEY BOROUGH,RAMSEY HIGH SCHOOL,Ramsey,7446,Public,3,599,609,1208,137768
4320,050,5,BURLINGTON,RANCOCAS VALLEY REGIONAL,RANCOCAS VALLEY REGIONAL HIGH SCHOOL,Mount Holly,8060,Public,3,567,560,1127,79475
4330,050,27,MORRIS,RANDOLPH TOWNSHIP,RANDOLPH HIGH SCHOOL,Randolph,7869,Public,3,596,597,1193,128125
4365,050,25,MONMOUTH,RED BANK REGIONAL,RED BANK REGIONAL HIGH SCHOOL,Little Silver,7739,Public,3,576,583,1159,144250
4370,050,3,BERGEN,RIDGEFIELD BOROUGH,RIDGEFIELD MEMORIAL HIGH SCHOOL,Ridgefield,7657,Public,3,577,560,1137,66690
4380,050,3,BERGEN,RIDGEFIELD PARK TOWNSHIP,RIDGEFIELD PARK JR SR HIGH SCHOOL,Ridgefield Park,7660,Public,3,511,515,1026,72191
4390,050,3,BERGEN,RIDGEWOOD VILLAGE,RIDGEWOOD HIGH SCHOOL,Ridgewood,7450,Public,3,641,631,1272,162011
4405,050,3,BERGEN,RIVER DELL REGIONAL,RIVER DELL REGIONAL HIGH SCHOOL,River Edge,7661,Public,3,605,596,1201,123590
4450,050,5,BURLINGTON,RIVERSIDE TOWNSHIP,RIVERSIDE HIGH SCHOOL,Riverside,8075,Public,3,504,512,1016,60885
5510,030,21,MERCER,ROBBINSVILLE TOWNSHIP,ROBBINSVILLE HIGH SCHOOL,Robbinsville,8691,Public,3,575,585,1160,137313
4540,010,39,UNION,ROSELLE BOROUGH,ABRAHAM CLARK HIGH SCHOOL,ROSELLE,7203,Public,3,454,456,910,52480
4550,050,39,UNION,ROSELLE PARK BOROUGH,ROSELLE PARK HIGH SCHOOL,ROSELLE PARK,7204,Public,3,529,506,1035,67300
4560,050,27,MORRIS,ROXBURY TOWNSHIP,ROXBURY HIGH SCHOOL,Succasunna,7876,Public,3,560,558,1118,112625
4580,050,25,MONMOUTH,RUMSON-FAIR HAVEN REG,RUMSON-FAIR HAVEN REGIONAL HIGH SCHOOL,Rumson,7760,Public,3,603,604,1207,138917
4600,050,3,BERGEN,RUTHERFORD BOROUGH,RUTHERFORD HIGH SCHOOL,Rutherford,7070,Public,3,563,567,1130,93787
4610,050,3,BERGEN,SADDLE BROOK TOWNSHIP,SADDLE BROOK MIDDLE/HIGH SCHOOL,Saddle Brook,7663,Public,3,517,537,1054,94177
4630,050,33,SALEM,SALEM CITY,SALEM HIGH SCHOOL,SALEM,8079,Public,3,437,422,859,25171
4640,040,33,SALEM,SALEM COUNTY VOCATIONAL,SALEM COUNTY CAREER AND TECHNICAL HIGH SCHOOL,Woodstown,8098,Vocational,2,532,541,1073,85218
4660,050,23,MIDDLESEX,SAYREVILLE BOROUGH,SAYREVILLE WAR MEMORIAL HIGH SCHOOL,South Amboy,8871,Public,3,550,542,1092,79620
785,010,27,MORRIS,SCH DIST OF THE CHATHAMS,CHATHAM HIGH SCHOOL,Chatham,7928,Public,3,611,627,1238,173929
4670,050,39,UNION,SCOTCH PLAINS-FANWOOD REG,SCOTCH PLAINS-FANWOOD HIGH SCHOOL,Scotch Plains,7076,Public,3,581,578,1159,117765
4730,050,17,HUDSON,SECAUCUS TOWN,SECAUCUS HIGH SCHOOL,SECAUCUS,7096,Public,3,569,555,1124,99883
4760,050,25,MONMOUTH,SHORE REGIONAL,SHORE REGIONAL HIGH SCHOOL,WEST LONG BRANCH,7764,Public,3,563,560,1123,100000
4810,070,35,SOMERSET,SOMERSET COUNTY VOCATIONAL,SOMERSET COUNTY VOCATIONAL TECHNICAL HIGH SCHOOL,Bridgewater,8807,Vocational,2,614,611,1225,120065
4815,020,35,SOMERSET,SOMERSET HILLS REGIONAL,BERNARDS HIGH SCHOOL,Bernardsville,7924,Public,3,597,616,1213,144712
4820,050,35,SOMERSET,SOMERVILLE BOROUGH,SOMERVILLE HIGH SCHOOL,Somerville,8876,Public,3,579,578,1157,72731
4830,030,23,MIDDLESEX,SOUTH AMBOY CITY,SOUTH AMBOY MIDDLE/HIGH SCHOOL,South Amboy,8879,Public,3,545,522,1067,65074
4845,050,3,BERGEN,SOUTH BERGEN JOINTURE COM,LODI HIGH SCHOOL,Hasbrouck Heights,7604,Public,3,518,514,1032,87800
4860,050,23,MIDDLESEX,SOUTH BRUNSWICK TOWNSHIP,SOUTH BRUNSWICK HIGH SCHOOL,North Brunswick,8852,Public,3,611,602,1213,113815
1376,050,19,HUNTERDON,SOUTH HUNTERDON REGIONAL SCHOOL DISTRICT,SOUTH HUNTERDON HIGH SCHOOL,Lambertville,8530,Public,3,533,559,1092,94740
4900,030,13,ESSEX,SOUTH ORANGE-MAPLEWOOD,COLUMBIA HIGH SCHOOL,Maplewood,7040,Public,3,578,586,1164,123610
4910,050,23,MIDDLESEX,SOUTH PLAINFIELD BOROUGH,SOUTH PLAINFIELD HIGH SCHOOL,South Plainfield,7080,Public,3,554,547,1101,91889
4920,050,23,MIDDLESEX,SOUTH RIVER BOROUGH,SOUTH RIVER HIGH SCHOOL,South River,8882,Public,3,509,516,1025,62332
4950,050,29,OCEAN,SOUTHERN REGIONAL,SOUTHERN REGIONAL HIGH SCHOOL,Manahawkin,8050,Public,3,578,560,1138,75981
4960,050,37,SUSSEX,SPARTA TOWNSHIP,SPARTA HIGH SCHOOL,SPARTA,7871,Public,3,576,584,1160,133113
4970,040,23,MIDDLESEX,SPOTSWOOD BOROUGH,SPOTSWOOD HIGH SCHOOL,Spotswood,8884,Public,3,571,571,1142,75750
5000,010,39,UNION,SPRINGFIELD TOWNSHIP,JONATHAN DAYTON HIGH SCHOOL,Springfield,7081,Public,3,542,555,1097,110547
5035,050,7,CAMDEN,STERLING HIGH SCHOOL DIST,STERLING HIGH SCHOOL,Somerdale,8083,Public,3,540,552,1092,69783
5090,050,39,UNION,SUMMIT CITY,SUMMIT HIGH SCHOOL,Summit,7901,Public,3,597,597,1194,132443
5110,010,37,SUSSEX,SUSSEX COUNTY VOCATIONAL,SUSSEX COUNTY TECHNICAL SCHOOL,Sparta,7871,Vocational,2,531,549,1080,131813
5150,050,3,BERGEN,TEANECK TOWNSHIP,TEANECK HIGH SCHOOL,Teaneck,7666,Public,3,537,545,1082,106411
5160,050,3,BERGEN,TENAFLY BOROUGH,TENAFLY HIGH SCHOOL,TENAFLY,7670,Public,3,672,653,1325,153906
6033,902,13,ESSEX,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,THE BARACK OBAMA GREEN CHARTER HIGH SCHOOL,Plainfield,7060,Charter,1,445,480,925,57959
5190,030,29,OCEAN,TOMS RIVER REGIONAL,TOMS RIVER HIGH SCHOOL EAST,Toms River,8753,Public,3,553,551,1104,75500
5190,040,29,OCEAN,TOMS RIVER REGIONAL,TOMS RIVER HIGH SCHOOL NORTH,Toms River,8753,Public,3,577,560,1137,75500
5190,050,29,OCEAN,TOMS RIVER REGIONAL,TOMS RIVER HIGH SCHOOL SOUTH,Toms River,8753,Public,3,550,553,1103,75500
5210,050,21,MERCER,TRENTON CITY,TRENTON CENTRAL HIGH SCHOOL - MAIN CAMPUS,Trenton,8609,Public,3,427,443,870,35524
5210,051,21,MERCER,TRENTON CITY,TRENTON CENTRAL HIGH SCHOOL - WEST CAMPUS,Trenton,8609,Public,3,437,452,889,35524
5240,055,17,HUDSON,UNION CITY,UNION CITY HIGH SCHOOL,Union City,7087,Public,3,482,475,957,43424
8010,980,17,HUDSON,UNION COUNTY TEAMS CHARTER SCHOOL,UNION COUNTY TEAMS CHARTER SCHOOL,PLAINFIELD,7060,Charter,1,458,477,935,57959
5260,020,39,UNION,UNION COUNTY VOCATIONAL,ACADEMY FOR ALLIED HEALTH SCIENCES,Scotch Plains,7076,Vocational,2,668,654,1322,117765
5260,030,39,UNION,UNION COUNTY VOCATIONAL,ACADEMY FOR INFORMATION TECHNOLOGY,Scotch Plains,7076,Vocational,2,678,662,1340,117765
5260,035,39,UNION,UNION COUNTY VOCATIONAL,ACADEMY FOR PERFORMING ARTS,Scotch Plains,7076,Vocational,2,581,589,1170,117765
5260,301,39,UNION,UNION COUNTY VOCATIONAL,UNION COUNTY CAREER & TECHNICAL INSTITUTE,Scotch Plains,7076,Vocational,2,615,624,1239,117765
5260,040,39,UNION,UNION COUNTY VOCATIONAL,UNION COUNTY MAGNET HIGH SCHOOL,Scotch Plains,7076,Vocational,2,703,682,1385,117765
5290,050,39,UNION,UNION TOWNSHIP,UNION SENIOR HIGH,Union,7083,Public,3,525,524,1049,79324
8060,990,13,ESSEX,UNIVERSITY ACADEMY CHARTER HIGH SCHOOL,UNIVERSITY ACADEMY CHARTER HIGH SCHOOL,JERSEY CITY,7305,Charter,1,476,464,940,62739
5310,050,25,MONMOUTH,UPPER FREEHOLD REGIONAL,ALLENTOWN HIGH SCHOOL,Allentown,8501,Public,3,585,578,1163,123375
5360,020,37,SUSSEX,VERNON TOWNSHIP,VERNON TOWNSHIP HIGH SCHOOL,Vernon,7462,Public,3,575,567,1142,90805
5370,050,13,ESSEX,VERONA BOROUGH,VERONA HIGH SCHOOL,Verona,7044,Public,3,591,594,1185,113423
5390,050,11,CUMBERLAND,VINELAND CITY,VINELAND SENIOR HIGH SCHOOL,Vineland,8360,Public,3,508,508,1016,51113
5715,025,21,MERCER,WEST WINDSOR-PLAINSBORO REGIONAL,WEST WINDSOR-PLAINSBORO HIGH SCHOOL NORTH,West Windsor,8550,Public,3,672,655,1327,125938
5715,020,21,MERCER,WEST WINDSOR-PLAINSBORO REGIONAL,WEST WINDSOR-PLAINSBORO HIGH SCHOOL SOUTH,West Windsor,8550,Public,3,661,648,1309,125938
5410,030,3,BERGEN,WALDWICK BOROUGH,WALDWICK HIGH SCHOOL,Waldwick,7463,Public,3,569,561,1130,115591
5420,050,25,MONMOUTH,WALL TOWNSHIP,WALL HIGH SCHOOL,Wall,7719,Public,3,569,574,1143,101983
5430,050,3,BERGEN,WALLINGTON BOROUGH,WALLINGTON JUNIOR SENIOR HIGH SCHOOL,Wallington,7057,Public,3,541,542,1083,62648
5435,060,37,SUSSEX,WALLKILL VALLEY REGIONAL,WALLKILL VALLEY REGIONAL HIGH SCHOOL,HARDYSTON TOWNSHIP,7419,Public,3,568,556,1124,85225
5460,050,41,WARREN,WARREN COUNTY VOCATIONAL,WARREN COUNTY VOCATIONAL TECHNICAL SCHOOL,Washington,7882,Vocational,2,508,538,1046,90304
5465,050,41,WARREN,WARREN HILLS REGIONAL,WARREN HILLS REGIONAL HIGH SCHOOL,Washington,7882,Public,3,541,569,1110,90304
5500,010,15,GLOUCESTER,WASHINGTON TOWNSHIP,WASHINGTON TOWNSHIP HIGH SCHOOL,Sewell,8080,Public,3,549,559,1108,67143
5550,050,35,SOMERSET,WATCHUNG HILLS REGIONAL,WATCHUNG HILLS REGIONAL HIGH SCHOOL,Warren,7059,Public,3,604,608,1212,154429
5570,055,31,PASSAIC,WAYNE TOWNSHIP,WAYNE HILLS HIGH SCHOOL,WAYNE,7470,Public,3,584,577,1161,108092
5570,050,31,PASSAIC,WAYNE TOWNSHIP,WAYNE VALLEY HIGH SCHOOL,WAYNE,7470,Public,3,580,576,1156,108092
5580,050,17,HUDSON,WEEHAWKEN TOWNSHIP,WEEHAWKEN HIGH SCHOOL,Weehawken,7086,Public,3,525,542,1067,84841
5620,050,15,GLOUCESTER,WEST DEPTFORD TOWNSHIP,WEST DEPTFORD HIGH SCHOOL,West Deptford,8066,Public,3,544,554,1098,71705
5630,050,13,ESSEX,WEST ESSEX REGIONAL,WEST ESSEX HIGH SCHOOL,North Caldwell,7006,Public,3,576,576,1152,114096
5650,040,31,PASSAIC,WEST MILFORD TOWNSHIP,WEST MILFORD HIGH SCHOOL,West Milford,7480,Public,3,546,563,1109,98843
5660,030,27,MORRIS,WEST MORRIS REGIONAL,WEST MORRIS CENTRAL HIGH SCHOOL,CHESTER,7930,Public,3,612,601,1213,138328
5660,050,27,MORRIS,WEST MORRIS REGIONAL,WEST MORRIS MENDHAM HIGH SCHOOL,CHESTER,7930,Public,3,623,626,1249,138328
5670,050,17,HUDSON,WEST NEW YORK TOWN,MEMORIAL HIGH SCHOOL,West New York,7093,Public,3,489,484,973,50477
5680,050,13,ESSEX,WEST ORANGE TOWN,WEST ORANGE HIGH SCHOOL,West Orange,7052,Public,3,530,549,1079,93954
5730,050,39,UNION,WESTFIELD TOWN,WESTFIELD SENIOR HIGH SCHOOL,Westfield,7090,Public,3,620,616,1236,159923
5755,050,3,BERGEN,WESTWOOD REGIONAL,WESTWOOD JUNIOR/SENIOR HIGH SCHOOL,TOWNSHIP OF WASHINGTON,7676,Public,3,575,570,1145,106449
5790,050,9,CAPE MAY,WILDWOOD CITY,WILDWOOD HIGH SCHOOL,WILDWOOD,8260,Public,3,502,478,980,29945
5805,053,5,BURLINGTON,WILLINGBOROUGH TOWNSHIP,WILLINGBORO HIGH SCHOOL,Willingboro,8046,Public,3,458,468,926,70929
5820,010,7,CAMDEN,WINSLOW TOWNSHIP,WINSLOW TOWNSHIP HIGH SCHOOL,Atco,8004,Public,3,496,512,1008,76640
5850,020,23,MIDDLESEX,WOODBRIDGE TOWNSHIP,COLONIA HIGH SCHOOL,WOODBRIDGE,7095,Public,3,542,531,1073,83266
5850,040,23,MIDDLESEX,WOODBRIDGE TOWNSHIP,JOHN F. KENNEDY HIGH SCHOOL,WOODBRIDGE,7095,Public,3,562,546,1108,83266
5850,050,23,MIDDLESEX,WOODBRIDGE TOWNSHIP,WOODBRIDGE HIGH SCHOOL,WOODBRIDGE,7095,Public,3,538,523,1061,83266
5860,050,15,GLOUCESTER,WOODBURY CITY,WOODBURY JR-SR HIGH SCHOOL,Woodbury,8096,Public,3,491,502,993,53618
5830,050,3,BERGEN,WOOD-RIDGE BOROUGH,WOOD-RIDGE JR/SR HIGH SCHOOL,Wood-Ridge,7075,Public,3,563,557,1120,102283
5910,050,33,SALEM,WOODSTOWN-PILESGROVE REG,WOODSTOWN HIGH SCHOOL,Woodstown,8098,Public,3,558,566,1124,85218
,,,MERCER,LAWRENCE TOWNSHIP,THE LAWRENCEVILLE SCHOOL,Lawrence Township,8648,Private,4,,,1460,96529
,,,ESSEX,LIVINGSTON BOARD OF EDUCATION,NEWARK ACADEMY,Livingston,7039,Private,4,,,1420,153381
,,,MERCER,PRINCETON PUBLIC SCHOOLS,STUART COUNTRY DAY SCHOOL,Princeton,8540,Private,4,,,1420,125506
,,,MERCER,PRINCETON PUBLIC SCHOOLS,PRINCETON DAY SCHOOL,Princeton,8540,Private,4,,,1410,125506
,,,MORRIS,MORRIS SCHOOL DISTRICT,VILLA WALSH ACADEMY,Morristown,7960,Private,4,,,1410,92296
,,,MERCER,WEST WINDSOR-PLAINSBORO REGIONAL,WILBERFORCE SCHOOL,Princeton Junction,8550,Private,4,,,1361,125506
,,,MIDDLESEX,PISCATAWAY TOWNSHIP,TIMOTHY CHRISTIAN SCHOOL,Piscataway,8854,Private,4,,,1350,89617
,,,ESSEX,WEST ORANGE PUBLIC SCHOOLS,GOLDA OCH ACADEMY,West Orange,7052,Private,4,,,1340,93954
,,,MIDDLESEX,EDISON,THE WARDLAW HARTRIDGE SCHOOL,Edison,8820,Private,4,,,1340,95622
,,,PASSAIC,PASSAIC ARTS AND SCIENCE CHARTER SCHOOL,NOBLE LEADERSHIP ACADEMY,Passaic,7055,Private,4,,,1310,36723
,,,MERCER,EAST WINDSOR REGIONAL,PEDDIE SCHOOL,Hightstown,8520,Private,4,,,1310,72973
,,,BURLINGTON,MOORESTOWN TOWNSHIP,MOORESTOWN FRIENDS SCHOOL,Moorestown,8057,Private,4,,,1303,133902
,,,MIDDLESEX,SOUTH RIVER,DARUL ARQAM SCHOOL,South River,8882,Private,4,,,1290,62332
,,,HUDSON,ELYSIAN CHARTER SCHOOL OF HOBOKEN,THE HUDSON SCHOOL,Hoboken,7030,Private,4,,,1290,127523
,,,BURLINGTON,BURLINGTON CITY,DOANE ACADEMY,Burlington,8016,Private,4,,,1280,81738
,,,MERCER,MARIE H. KATZENBACH SCHOOL FOR THE DEAF,VILLA VICTORIA ACADEMY,Trenton,8628,Private,4,,,1270,35524
,,,BERGEN,SADDLE RIVER,SADDLE RIVER DAY SCHOOL,Saddle River,7458,Private,4,,,1262,173333
,,,BURLINGTON,EVESHAM TOWNSHIP,CENTER FOR EDUCATION,Marlton,8053,Private,4,,,1260,73727
,,,ATLANTIC,BUENA REGIONAL,ST. AUGUSTINE PREPARATORY SCHOOL,Richland,8350,Private,4,,,1260,58077
,,,OCEAN,OCEAN COUNTY VOCATIONAL TECHNICAL,DONOVAN CATHOLIC,Toms River,8753,Private,4,,,1254,76051
,,,MIDDLESEX,OLD BRIDGE,CALVARY CHRISTIAN SCHOOL,Old Bridge,8857,Private,4,,,1250,88540
,,,BERGEN,RAMSEY,DON BOSCO PREP HIGH SCHOOL,Ramsey,7446,Private,4,,,1250,137768
,,,MORRIS,MORRIS,MORRISTOWN-BEARD SCHOOL,Morristown,7960,Private,4,,,1250,92296
,,,PASSAIC,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,PIONEER ACADEMY,Wayne,7470,Private,4,,,1244,108092
,,,HUDSON,BELOVED COMMUNITY CHARTER SCHOOL,ST. PETERS PREPARATORY SCHOOL,Jersey City,7302,Private,4,,,1229,62739
,,,PASSAIC,HAWTHORNE,HAWTHORNE CHRISTIAN ACADEMY,Hawthorne,7506,Private,4,,,1220,93675
,,,CAPE MAY,CAPE MAY COUNTY SPECIAL SERVICES,CAPE CHRISTIAN ACADEMY,Cape May Court House,8210,Private,4,,,1210,70009
,,,CAMDEN,CHERRY HILL,THE KING'S CHRISTIAN SCHOOL,Cherry Hill,8003,Private,4,,,1200,99922
,,,MERCER,LAWRENCE TOWNSHIP,NOTRE DAME HIGH SCHOOL,Lawrence Township,8648,Private,4,,,1200,96529
,,,UNION,ROSELLE PUBLIC SCHOOLS,ROSELLE CATHOLIC HIGH SCHOOL,Roselle,7203,Private,4,,,1200,52480
,,,UNION,CRESTHAVEN ACADEMY CHARTER SCHOOL,KOINONIA ACADEMY,Plainfield,7060,Private,4,,,1192,56245
,,,SUSSEX,SPARTA TOWNSHIP,POPE JOHN XXIII HIGH SCHOOL,Sparta,7871,Private,4,,,1188,133113
,,,BERGEN,MONTVALE BOARD OF EDUCATION SCHOOL DISTRICT,ST JOSEPH REGIONAL HIGH SCHOOL,Montvale,7645,Private,4,,,1180,120060
,,,PASSAIC,NORTHERN REGION EDUCATIONAL SERVICES COMMISSION,DEPAUL CATHOLIC HIGH SCHOOL,Wayne,7470,Private,4,,,1150,108092
,,,BERGEN,ORADELL,BERGEN CATHOLIC HIGH SCHOOL,Oradell,7649,Private,4,,,1140,137583
,,,BERGEN,OAKLAND,BARNSTABLE ACADEMY,Oakland,7436,Private,4,,,1120,112944
,,,MORRIS,PARSIPPANY-TROY HILLS TOWNSHIP,PARSIPPANY CHRISTIAN SCHOOL,Parsippany,7054,Private,4,,,1120,93915
,,,GLOUCESTER,NEWFIELD BOROUGH,OUR LADY OF MERCY ACADEMY,Newfield,8344,Private,4,,,1070,74226
,,,HUDSON,JERSEY CITY GOLDEN DOOR CHARTER SCHOOL,HUDSON CATHOLIC REGIONAL HIGH SCHOOL,Jersey City,7306,Private,4,,,1020,62739
